location_identifier,bounding_polygon,median_all_12m_price_per_m2,count_all_12m,median_6m_ago_price_per_m2,count_6m_ago,median_last_30d_price_per_m2,count_last_30d
12107,0106000020E610000002000000010300000001000000F0000000CCFFF51B37BE2A4015DE8A694B384A403C35F2D47EBE2A40503AEC191D384A408CB49E6BA9BD2A4072851C0016384A40C04EA03EB8BD2A4018B8978FFF374A40CD1FD3DA34BE2A40595F6E4100384A4088DA368C82C02A408AE18F4715384A40A3AF20CD58C02A409854C8F033384A4029D25856F5C12A404FE78A5242384A40D1329C7CC4C12A40AB11B00C60384A406D2BAC0AC3C22A401E24FA6B68384A407334A20FF1C22A40DF0C480C4C384A40122E895869C32A40D7E9F64839384A40D50A2EB18DC32A40BAC5579643384A40BFB5B86BAEC32A40189A46EE44384A4022179CC1DFC32A40C7B0D4C44C384A4070AB6A93D4C32A40052F9F515F384A40F90505EFF5C32A40216AEC5C62384A401D249FB2F5C32A40E5828EB16E384A408D15EB0A6CC42A406FC8F5A56D384A40D6B9B3C068C42A403744262A65384A40BFBBF0DEACC42A403744262A65384A4014927131ABC42A402D6B515557384A40F9D280E618C52A4098F331C456384A401CC7592261C52A4044D5F90159384A40B701E9AC60C52A405F025C3574384A40484B8A3496C52A40B22891E975384A407EB2BD71ADC52A40A80D3D1867384A401DFE3FF3DEC52A401234C1CB67384A40F944436BEAC52A40392284EC61384A40CD02ED0E29C62A40BFD0C88C5C384A402075E04158C62A406479573D60384A40875E358584C62A40E36DA5D766384A40BA76B3507CC62A40BD23BE6E6C384A40EA865C5FDAC62A40EADD697C70384A403086CD5BD0C62A4070F14B5876384A400DB4F116FEC62A407555A01683384A40994869368FC72A4055B4835B88384A40DFEB5A3112C82A403DE2468089384A4085CC3A8842C82A40A48B4D2B85384A4009BDA36BCBC92A406312899D84384A40677E350708CA2A40FBC3E0AB67384A4044030C2659CA2A402D29D25856384A40EFE2FDB8FDCA2A408718AF7955384A40CFF9298E03CB2A4096C1621E43384A40AF05627E13CB2A4022FFCC203E384A40337106DA78CB2A4073F96AA22A384A40E9A683ABF2CB2A40E045048827384A4031E3B732F2CB2A408D614ED026384A40244D17BDAECE2A408F84228216384A4078F01307D0CF2A4022D3EB600E384A404B283394C9CF2A4079A16FC108384A40260D7F9763CF2A40CB0E9656E8374A4024B0DE4D5CCF2A40176F1A91DE374A40352ACB6B80D12A400A1F0027CA374A40862238899CD12A4053FD9474DE374A40538D0354DDD02A40A9D491C8E3374A4075D487E41AD12A40FA1A385618384A408A88AC7F21D12A4071653F4118384A40FFC9840431D12A4046CF2D7425384A40888ED3C6C7D12A40F4AE303322384A408236397CD2D12A40590119952F384A40C956975302D22A4006932C712E384A40630CACE3F8D12A40102CFD3A26384A40CCE20F502BD22A406AEDC73725384A401D84CA0924D22A40D94B09771D384A406C6B555C66D22A40FE6FDBAD1B384A40C56A984638D22A405FAC14A7FF374A404C8C65FA25D22A40628731E9EF374A40C1DB28571DD22A4082A6CA9CD3374A40472FB484C6D12A4006346CEFAE374A4067BAD7497DD12A406D414A4794374A40B0BF362C57D12A400D0A39A572374A403804D89134D12A40BBCC559863374A409FBD440603D12A400674154152374A409400EB2752D02A40644CB0EE0E374A409603E21A44D02A4068E091C206374A407006240626D02A4018BD0974DC364A40E8C072840CD02A40EA1E7EA3C2364A408DFEE1F8EBCF2A4090C7C2C6AB364A40551D28A6C1CF2A40BF1FC88B96364A4073DB190170CF2A404CB90C4977364A404F41D9EFE4CE2A4010690A534A364A405238CCE1A4CE2A4009E2975533364A40A73FFB9122CE2A40C07B478D09364A4077B8C260A3D12A40B27ED877EA354A40EEC792DEDCCC2A408D7516629A354A405BC0BAE0C2CC2A40D354AA9F92354A4038D5FFDE12CD2A40FD2081F56E354A402ABA3F2839CD2A40B4DE14FB70354A4019BD642D4FCD2A40181F0B7668354A40E5C7A9E7EECC2A4092C3712A63354A40E48EED6B13CD2A402EED8ACF53354A40D34D621058CD2A401B5C847357354A40D4FEBDCA90CD2A40A5BB90B355354A40308A79B18BCD2A40DCC6551B52354A401781B1BE81CD2A40CA41BFA552354A408683CEB579CD2A4033535A7F4B354A40CD04C3B986CD2A4000E2AE5E45354A404D9539A7A3CD2A40ACDD1BE846354A40C89349B2B3CD2A405620C4DF40354A40AB1CFFAAC8CD2A40F12C414640354A403718EAB0C2CD2A40C478CDAB3A354A407D7901F6D1CD2A40322DFBBF34354A409776C5E7A9CD2A40E07C8F9F32354A40A83AE466B8CD2A409CA0F2542C354A40A873A0E293CD2A4061BC8B9C2A354A402372B0EDA3CD2A40B2CDD77624354A409DF529C764CD2A4063601DC70F354A40ADA6464321CD2A40743BA01111354A40D8E5A5ACF0CC2A40224CF6741A354A4003FA3372CCCC2A40AC21CC4818354A407E84AB4DADCC2A405221C3CF24354A401C4BB3D4D5CC2A403FC4060B27354A403F3E7CF4E1CC2A40BF2E1E392D354A40C69C0C33D9CC2A4010EDBEBE31354A4061F48189E4CC2A400247020D36354A403724A424DACC2A40FA0159993A354A406AA8AC01A5CC2A40EF03EB9337354A403009BC3896CC2A408DC92C8C3E354A40DA7EE8386DCC2A40ED7B79A63C354A40101FD8F15FCC2A403D06D09442354A402F54596F2FCC2A40033C0E2840354A4095EDE82400CC2A40E0771DBB55354A40196481655BCC2A40137937BB5A354A40165A8C7049CC2A40F1B73D4162354A40772BF0BA23CC2A408A6A5BDE66354A40E8A38CB800CC2A40760767A66A354A40085E8830D9CB2A403061D97168354A40CE67E503A7CB2A40DA081FA56D354A409505B8C5A1CB2A40513FB9B76C354A40917648D686CB2A4085BCD4BE6F354A40F7A0568792CB2A40E933565172354A40E192889576CB2A4071DDDE7F75354A40DA1A118C83CB2A4057A945E977354A40BF2E1E392DCB2A409A4B602981354A40B3124E6617CB2A40C0D7C68E7C354A4093286A1FE1CA2A401739FA4E82354A406EE6EB8DB5CA2A40B01C210379354A401D1950148DCA2A40DE04DF347D354A4020B3B3E89DCA2A4053E1197E81354A407FDFBF7971CA2A40B594E29986354A40D52FC7E182CA2A4024100AA58A354A40BD80A8458ECA2A40510C35AF8F354A406E02678412C92A40FE8F5DB3A6354A40C6A1235E43C92A40221395B2B1354A40D70D805DF2C82A4012BD8C62B9354A4048D5C0A096C82A40BF7FF3E2C4354A40EA4207B87BC82A406E799BEDC0354A40DB3928BC5FC82A40E2D693AFBA354A40FADD2A3EF4C72A40E2D9D42FC7354A40670B08AD87C72A409B36887BD1354A4093663DC626C72A407F7A7DF7D8354A40CB9D996038C72A40D6517A4BDE354A40FF25A94C31C72A408B2B781BE5354A4099B3E32B26C72A407FF3870BE5354A40EAFDEB81FBC62A40FA30D692E9354A40E4B622D687C62A404303B16CE6354A40AC74D25680C62A40EB67FBA1E3354A400D2950D54EC62A40D147CFE3E6354A4055CA219859C62A409F97E546EC354A40295FD04202C62A408F78680EFF354A403739D78BFCC52A40AB7F6B8203364A40929CA7959DC52A40EC12D55B03364A4037A04A7265C52A408B23C5B6FB354A40AD1ADF7250C52A40DE7D4402FC354A409464C2D43BC52A409008D7EDFD354A4057E2A6ABE0C42A40884270010D364A4092110654EEC42A40A85C97D013364A40BE2C921BEAC42A40448F73F629364A409D09F258D8C42A4074E5FDC929364A409F45A5C7A5C42A408A5A9A5B21364A408D5DA27A6BC42A401BFC581C29364A40E983C0255BC42A40FE4A427D26364A4092A34ADE4AC42A403901971128364A40F03BE180F1C32A40022A1C412A364A40627DA8D9A8C32A40A59828E730364A40C110830A58C42A40C1A26CDB41364A405DF8664062C42A406F6017EA55364A404F74023F4FC42A40311C19F55A364A402479533651C42A40B8E287EF69364A40E8233A15BAC42A4041B2255069364A40767CC564BBC42A40F82702E66B364A40F60B76C3B6C52A4090BA42C472364A4069CFC02385C52A40DEEBFF779F364A4083E794360BC62A4024A6FA84A2364A4080B2CE9D05C62A40C87663E6A7364A40D91FCDFD7AC62A400E96FB2EB6364A4053A74DE669C62A40E4EB7C89C2364A40AFA18AD129C62A40CD81D4DCC0364A4095E8764023C62A4000694991C6364A40CC9651D1FDC52A4077CDF5C7C5364A40CF3A996EC8C52A40CDE1FF33EF364A40465B9544F6C52A404F029B73F0364A40693C6C7DECC52A4004DC9843F7364A40BBB9539511C62A400A7F2B7EF8364A407F4A3A6F08C62A40C46B4DA901374A409093D3E81FC62A402605717907374A40BB7779DF9DC52A40CA260A3E17374A40962EB3BE37C42A40DA0649FA0F374A403CB8E0B144C42A40D426F33405374A40BC8EDDAA90C32A40CA422A7B01374A409B4E571C73C32A4055C2137AFD364A40C9F841A731C32A40ADBF2500FF364A409F701BB226C32A40056F48A302374A4056C50A6DEFC12A404240BE840A374A40BFC2386EE7C12A40BAFD4D83FD364A40604436EBE7C02A409415C3D501374A40D5850E70F7C02A403B014D840D374A4005F23680C8C02A407B88467710374A4049DCBEA2B6C02A40E49F19C407374A40EBEF5B6386C02A4042E4993C0A374A40BB1CC06C4CC12A40B819130775374A401CE1FE6D60C02A4042C417377F374A40482355CA21C02A405357E31181374A409E8C3BEF10C02A401329CDE671374A400C31A880C5BF2A4007F1DCD671374A403E51233EC1BF2A408A22A46E67374A40E9B06774ACBF2A4048BD4CB967374A4000BE254A8CBF2A4007F1DCD671374A4024D1CB2896BF2A40C2E3367579374A40B497C86020BF2A402CF015DD7A374A402A0E5652DDBE2A40E5266A696E374A406FD003C4C9BE2A40337CFABE6E374A40F8DAD8918FBE2A409864897379374A403E8A84002ABE2A40DF9A85877A374A40CF04D4E5DEBD2A405217DF066B374A400A48FB1F60BD2A4034F8FBC56C374A40E891F58A5DBD2A407122556F68374A401CA66C4727BD2A40B6B9313D61374A4018607A562DBC2A403A330BFEC8374A40D161197673BC2A4008550F3DCE374A4027497C934BBC2A40297EE772DE374A40CED5A0794ABC2A40BCD52945E1374A404275183845BC2A4003F2800DE3374A405BA9B1CE42BC2A40B98F3754E7374A403ECDC98B4CBC2A402FFCE07CEA374A40FFD53E7848BC2A40DBF74D06EC374A40F11B15EE4BBC2A4016E2EC31EC374A40EADB3818A0BB2A40AF905E7935384A40CCFFF51B37BE2A4015DE8A694B384A400103000000010000001A000000459B8823B4CE2A404FF74BD587384A407F5072E206CF2A405C63867C86384A40FEF6D0990FCF2A402112CF2390384A4049939C5D08CF2A4025613A0895384A403137291609CF2A40C3B6EADF9A384A40F6BB0BEFCDCE2A409561DC0DA2384A40F87D4974E0CE2A40AD399BE9B9384A40887C3C9924CF2A40393EFFE2BE384A404093B3661ACF2A4062B77471C0384A40D318085D1DCF2A4031F9556FC3384A4035ED629AE9CE2A4010B45DFCC8384A40EC489AE4ECCE2A4037BF06E9CE384A403E88AE55CCCE2A40C5313784CF384A40A1C5ADDDD1CE2A404B87985CD6384A40DF01F96DE3CE2A40AF5A3E37D9384A406CFAFDAC43CF2A4044C42863D7384A40EAA7493A14CF2A4052E79B7E9A384A4060C1470E22CF2A40021BC69393384A4022286D6061CF2A40ADDFA7058A384A4080796DDB9CCF2A4096FF35C588384A402FD4AB1276CF2A40A07A5A3453384A407E5C76E338CF2A403A819F2754384A40C3AB9B4132CF2A40559396804E384A40A6E7829FDDCE2A40CADC216A47384A4006781C5080CE2A401C5F7B6649384A40459B8823B4CE2A404FF74BD587384A40,18,589,16,116,17,59
12109,0106000020E61000000100000001030000000100000011000000352ACB6B80D12A400A1F0027CA374A4024B0DE4D5CCF2A40176F1A91DE374A40CD02ED0E29C62A40BFD0C88C5C384A407EB2BD71ADC52A40A80D3D1867384A40CCC7FF2E7DC52A405209F42E83384A405FD3838252C42A4006B4194C68394A40CDBFA78306C42A40A6530DB1B0394A406A1D0BC0F5C32A407395383CCE394A409B994F0C7FC42A40D9EBDD1FEF394A40508248D0A9C52A40A7F74322233A4A4013F5DD08E6C72A40CA3E7E25463A4A402F54596F2FD02A402ADBD149003A4A404937781508D52A4098231A93B4394A401FC830DDDAD42A405E190A8E81394A404EB9C2BB5CD42A400D79BAA937394A406C6B555C66D22A40FE6FDBAD1B384A40352ACB6B80D12A400A1F0027CA374A40,14,467,16,55,20.5,68
12157,0106000020E6100000010000000103000000010000000C0000007EB1529CFEB72A40D56E055E773A4A401835A9B239A82A405F324404D23A4A40CFD4905D0EA82A401BBB44F5D63A4A4093686E2AF7A72A40A5822FF1EC3A4A40DD06B5DFDAA92A40B0D9DB77563B4A4016985F178FAC2A40CFB3A382D43B4A40582B24AA01B02A4064DEF4786B3C4A40F9669B1BD3B32A40EC9D769DB23C4A408C45782057B72A40CB4F0537AD3C4A40AAA404B3F8B72A40C74CA25EF03A4A4093A23AC20EB82A40E01F0082833A4A407EB1529CFEB72A40D56E055E773A4A40,18,739,17,98,16,90
12159,0106000020E61000000100000001030000000100000018000000B715B13ED4AC2A401A08B8D6CD3B4A40C072295371AC2A40B6E166A7D53B4A406B2112CF23AC2A40FA5BA736DD3B4A4077595D9896AA2A4034BF9A03043C4A40D8518B7736AA2A40764710F80D3C4A409EAE939FF9A92A40B9173D5C173C4A407AA5D189A9A92A402F9397EB233C4A400D54C6BFCFA82A405699CEF34C3C4A406B4A0DC8B9A82A409A33EC41523C4A4033D9E49590A82A40F81E89F2603C4A4032C7F2AE7AA82A409BECFA60743C4A4058A3C3E85EA82A40C34659BF993C4A40376046674FA82A40EA8BCE43B73C4A40B9F6AA3A50A82A40AACE0FC8CA3C4A40F210210956A82A40952DED2F163D4A4036EDBD535CA82A40927131AB1C3D4A40D220600894AC2A401BACEE47403D4A400731862815AF2A40F6590AED413D4A40C9117C1D82B02A40698EACFC323D4A4062AFC10CD7B02A40DD860783213D4A40452FA3586EB12A40D3612AA2CB3C4A40582B24AA01B02A4064DEF4786B3C4A406AA67B9DD4AF2A4021E0B5F0613C4A40B715B13ED4AC2A401A08B8D6CD3B4A40,23,990,24,142,22,155
12161,0106000020E6100000010000000103000000010000001100000056B60F79CBA92A4046EAE2DB603B4A40FE07FDF103A82A40A3D57F8C6F3B4A402618CE35CCA42A40080A174DC23B4A40FD1B0F1192A42A405E51A5C1C83B4A409FB01FBD3CA42A40BCB20B06D73B4A40BCED9D2C10A42A408C31B08EE33B4A40D6AD9E93DEA32A40AC85A3F5013C4A4076D146640EA42A40B12083CB193D4A408D55945C0FA42A401464BAC61D3D4A4033558BE31BA52A40F0FD68931E3D4A4036EDBD535CA82A40927131AB1C3D4A4074F04C6892A82A4011267B3A0D3D4A4016985F178FAC2A40CFB3A382D43B4A400A08F7144AAC2A407743BF5BC53B4A40A63A2EF4D2AA2A401087B6AD773B4A400ADBAA7F6BAA2A4037A04A72653B4A4056B60F79CBA92A4046EAE2DB603B4A40,17,696,15.5,106,24,97
12163,0106000020E610000001000000010300000001000000120000009946938B31A42A40A9F7544E7B3A4A407DE13A6B5C9C2A40371B2B31CF3A4A4058045A153C9C2A40E81EC830DD3A4A4098309A95ED9B2A4023A298BC013B4A4064ED4A26029C2A4044E856BE1D3B4A4038CCE1A47A9C2A40B5F8B946703B4A4078E860A2E69C2A4057B5FF5C8F3B4A408DAE7724039D2A40A2F8E758943B4A40E708CF3A999E2A4064FA6F6FC83B4A40FD1B0F1192A42A405E51A5C1C83B4A4054347B455CA52A406B1F3C24C63B4A40C5C5F6FF16AD2A40A0AC7367813B4A407396FECAEFAD2A400301D7BA793B4A406EC0E78711AE2A40114B6F24753B4A40355EBA490CAE2A4076D954826A3B4A40800063C790A52A40B8A68AF3813A4A40A8678BB509A52A406159C40B7D3A4A409946938B31A42A40A9F7544E7B3A4A40,18,814,20,139,18,68
12165,0106000020E61000000100000001030000000100000010000000B3333B4151A32A401BE20E8A9C394A40B9F9EBBA5CA12A40A39410ACAA394A404739984D809D2A4001704793E6394A40D1B3B4AE2C9C2A408D3FF61F3E3A4A4097827F5BC19C2A40643E20D0993A4A407C6DECC8479D2A404331C390E63A4A40333FEDA64A9E2A4094B65D0DF53A4A40A4B0E65B7A9F2A409AB51490F63A4A406919A9F754A62A40C229BD80A83A4A40098A1F63EEA62A4015C37A489D3A4A40F11EB127CBA62A409BF16C45513A4A40BBDF579BB5A62A40C98BF1063D3A4A40ED4383B982A62A4046A11B50253A4A406F3777AA32A62A408B15DADE133A4A405BA5AABF14A42A403CC670D0B9394A40B3333B4151A32A401BE20E8A9C394A40,20,225,22,29,16,22
12167,0106000020E6100000010000000103000000010000000E000000672783A3E4A92A406B381BE1A3384A4017D0B0BDBBA62A406D31E47DC1384A40A5B448241BA52A40BC067DE9ED384A4063E06F6A56A42A4042B115342D394A40B3333B4151A32A401BE20E8A9C394A409C35785F95A32A40661D4421B8394A406B4F7FAC96A62A40C0D3BF7F4E3A4A405886DD1C53A82A40181CCAF55B3A4A4056F88E75CCB42A408C2C996379394A40A4BF3C0911B52A4052BBBABE6A394A40A4CFFD8B56B42A40BA1BFADD2A394A406E6EA708CBB32A40A3DE9DC607394A40F1C80EE0E3B22A409C31CC09DA384A40672783A3E4A92A406B381BE1A3384A40,16,747,16,116,16,79
12169,0106000020E6100000010000000103000000010000000E0000002816AEFD53B82A40F29C88D926394A40BA0CA43094AC2A40378DEDB5A0394A4094F1947ABBA62A402024B0DE4D3A4A4048E00F3FFFA52A40E7BC10BC6B3A4A406919A9F754A62A40C229BD80A83A4A40ACFF73982FA72A40ABF12D07D53A4A4093686E2AF7A72A40A5822FF1EC3A4A406BABA3F496B02A40E6C52EF6033B4A400886BD9A4DB52A4078A51B17C43A4A401E7BACCF8BB52A40ABD106BBBC3A4A40F893E7B0B1B52A40CDDAB7A4B43A4A409595CBEB2DB62A40C655C098883A4A409649C3DFE5B82A408C3045B934394A402816AEFD53B82A40F29C88D926394A40,21,708,18,94,16,69
12203,0106000020E61000000100000001030000000100000013000000ACF188C0479F2A40FB5D335420374A4000EFD3A70B9F2A409380E21126374A40C2AD71EC8F9E2A403255D57036374A402855EC79489E2A4049803FA143374A40AAF06778B3962A40EBBB6C85FA384A4016FE672849962A40C15CE6CF12394A407BC3D89D49962A40C948AC7B1A394A40AD65D7625C962A407625B84725394A40CEB8BAAD3E982A40B9173D5C173A4A407E95D7A5A1992A40AC787EAC3B3A4A40D1B3B4AE2C9C2A408D3FF61F3E3A4A403E9468C9E3A12A40222697B5033A4A40594A3BDADDA42A40B482F0B270394A40571696896CA52A40477D48AE51394A4017D0B0BDBBA62A406D31E47DC1384A40279FC321C0A62A40CEF45CF0B3384A406060B1E144A32A4091DCF52DCE374A4092C5A28E33A22A402085A1C49D374A40ACF188C0479F2A40FB5D335420374A40,18,661,16,114,13.5,50
12205,0106000020E6100000010000000103000000010000001600000035D07CCEDD962A40716AB125F5354A401697F441E0922A4098816F3F85364A404CCC69053C8F2A4075C12A2856374A40BED1D8A898902A40352F3D505D384A40E84427F0F3902A40466D2C7299384A404D00B49C3A912A402BA0F595AC384A4066C9D23DA1912A40F9122A38BC384A40AB1A29006B922A400635327ED0384A407CF31B261A942A40B950F9D7F2384A4051F9D7F2CA952A40C9CFA1670E394A4016FE672849962A40C15CE6CF12394A40F0D709D407972A40ACFB6C8901394A40095ADCDA1D992A407D6A0602AE384A40AD01A5FCFF9B2A4043BCBF8B08384A40CBB84EC8739E2A40667AD33E67374A40D66C8A6C8C9E2A4042F79B3F5C374A40C2AD71EC8F9E2A403255D57036374A4045D4E9E51C9D2A401F1329CDE6364A4095980C6C3A9B2A40427C60C77F364A4070213427D4982A40D532631B02364A404ACDC3AE92982A401583D1F6F9354A4035D07CCEDD962A40716AB125F5354A40,18,360,20,63,18,49
12207,0106000020E6100000010000000103000000010000000C000000EE878ED3C69F2A40BF5076E915334A40C41A78FF69982A40C832B385D6344A4099E3CBFA83972A40ED4960730E354A40973F3AD09E962A4030325C78B9354A406CDFED8B95962A404D439E6EEA354A40E1C7E248B1A12A40F3C418FD0D384A40279FC321C0A62A40CEF45CF0B3384A407094BC3AC7A82A4068B686AD34384A405AC5D10B2DA92A4076D146640E384A404CE9F417D5A92A407DE6AC4F39374A407CBF2C488EA72A406836340AEE334A40EE878ED3C69F2A40BF5076E915334A40,14,550,15,76,13,70
12209,0106000020E6100000010000000103000000010000000E0000007CBF2C488EA72A406836340AEE334A406D82B92759A42A40D46CD4F9A6344A40203BB9F0CDA02A40F6C5EFB787354A401A4DD30C4EA12A4000D358B1AE354A40640B9CC7BCA12A4086B07504CB354A40D512E11577A22A408D77EC0CF8354A4065C746205EA32A40C2E4A14A28364A4065C5707500A42A40AD11667F45364A404CE9F417D5A92A407DE6AC4F39374A402CD32F116FAD2A4005CF73FA30364A40BD1358A599AF2A404FDE115F37354A40989130C2CAAF2A404B8C0A41B3344A40943C8D6AC7AF2A40E73F5A52A4344A407CBF2C488EA72A406836340AEE334A40,18,306,16.5,46,14,37
12247,0106000020E6100000010000000103000000010000001500000078865FA05AAB2A4070500CDAF5364A40075E2D7766AA2A4091FAA188FB364A409FB536E8A6A82A40E4E02DEB59374A407A3881E9B4A62A407DAEB6627F384A40D8D825AAB7A62A40F1DB6B9CA8384A4017D0B0BDBBA62A406D31E47DC1384A4079BF1B1C36A72A406523C621D1384A40BCDA9B29BEA72A40F9DFA52FDF384A4081165CBDD4A92A409F6120BE02394A40C6072C6FFDAE2A403804D89134394A401734E32318B52A403354200E6D394A404C05CBC7A4B52A40D98C1D9E6F394A40AFE364879DB62A40DE6EEE5465394A4044334FAE29B82A4091DF91674D394A409649C3DFE5B82A408C3045B934394A40C76647AAEFB82A4016D8086932394A404FCAA48636BC2A403C873254C5374A400C795FF0C4BB2A403A30CA7DBC374A40BD0B4A873DBB2A4038EDCE7FB4374A40577C9E9A26B32A402C87719241374A4078865FA05AAB2A4070500CDAF5364A40,15,590,14,76,14,65
12249,0106000020E6100000010000000103000000010000001600000080D250A390B02A40BC4C03F51C354A4002EE1E4542B02A40867BC0971D354A408D91369F84AF2A4093C2610E27354A40BDAC8905BEAE2A40A7542EF944354A40206F0388CCAA2A401BBAD91F28364A40582BC9F08EAA2A40167431BC48364A4097E0794E1FAA2A4095607138F3364A404969368FC3B02A4058F09183C8374A409C3CC0EECFB02A40AB8C90CBC9374A40876A4AB20EBB2A40F8E12021CA374A40008052A346BB2A40B1074955C9374A404FCAA48636BC2A403C873254C5374A40FB552536C4BD2A40F8BB1C1B26374A40E01FA5C810BE2A404480780206374A406D5C5A6842BE2A40C225112BED364A4057FCF03D6DBE2A40F372D87DC7364A408A8EE4F21FBE2A40F77EFED6A9364A40AEC15664CFBD2A40A404583F91364A40A5FF401427BA2A40C54E1D50DB354A402234828DEBB32A4013EE3AC038354A40D6F14EF4AFB32A40A32A5C4535354A4080D250A390B02A40BC4C03F51C354A40,14,668,15,119,14,63
12277,0106000020E61000000100000001030000000100000013000000A67224E18CC32A40C75A8D36D8324A404E1C8A4C0AB92A4007A348ADE6324A405A93B8D8FEB72A408EFC660701334A4040F7E5CC76B52A40F3EE7ECB52334A40BD94151E8FB42A40CAB2165575334A40E3A430EF71B62A40AFDD2C149F354A40A67224E18CB72A40E62D0DB21B364A401CA66C4727BD2A40B6B9313D61374A400A48FB1F60BD2A4034F8FBC56C374A403E8A84002ABE2A40DF9A85877A374A40482355CA21C02A405357E31181374A401CE1FE6D60C02A4042C417377F374A40BB1CC06C4CC12A40B819130775374A40BB7779DF9DC52A40CA260A3E17374A409093D3E81FC62A402605717907374A40E51B1BCB05CC2A407DF5A7435D354A40C3E457BD0DC72A40CC78003043334A40BD3F3965C9C32A406674F684DB324A40A67224E18CC32A40C75A8D36D8324A40,14,275,12.5,32,14,29
12279,0106000020E6100000010000000103000000010000000E000000BD94151E8FB42A40CAB2165575334A4090D8EE1EA0B32A40443E9E4C92334A40490D1247C3B22A405796E82CB3334A40B87306EBA4AF2A40BE840A0E2F344A40B4AACA6372AF2A400FB56D1805354A40EA1FE97871AF2A402277C7180E354A408D91369F84AF2A4093C2610E27354A40E3A430EF71B62A40AFDD2C149F354A409A385E262FB72A40A43BE3569C354A40D63D0D73DDB72A403CF6B3588A354A40C9CE36925FBA2A401F02FD74F2344A4012C6AA9C51BA2A40395E262FD7344A40B37279BD45B92A4009104FC0C0334A40BD94151E8FB42A40CAB2165575334A40,9,420,12,35,8.5,44
